pk[0]: 008e
ct[330]: 000e
ct[331]: 00c8
ct[332]: 0092
ct[333]: 0030
ct[334]: 008d
ct[335]: 00f0
ct[336]: 002f
ct[337]: 00af
ct[338]: 00ef
ct[339]: 00e4
ct[340]: 00a5
ct[341]: 00ed
ct[342]: 008c
ct[343]: 005a
ct[344]: 0073
ct[345]: 0025
ct[346]: 00b3
ct[347]: 00fe
ct[348]: 0035
ct[349]: 009c
ct[350]: 007f
ct[351]: 004f
ct[352]: 00d1
ct[353]: 00d9
ct[354]: 00da
ct[355]: 000f
ct[356]: 0092
ct[357]: 00b3
ct[358]: 00ca
ct[359]: 0098
ct[360]: 0076
ct[361]: 00e0
ct[362]: 0069
ct[363]: 00f7
ct[364]: 00af
ct[365]: 002c
ct[366]: 00cc
ct[367]: 00fa
ct[368]: 003b
ct[369]: 00fe
ct[370]: 0075
ct[371]: 00e6
ct[372]: 000f
ct[373]: 0015
ct[374]: 000d
ct[375]: 004b
ct[376]: 0003
ct[377]: 00b6
ct[378]: 00d3
ct[379]: 003d
ct[380]: 00f4
ct[381]: 001d
ct[382]: 0020
ct[383]: 008d
ct[384]: 008c
ct[385]: 00de
ct[386]: 0070
ct[387]: 0068
ct[388]: 004b
ct[389]: 00be
ct[390]: 00e2
ct[391]: 00c1
ct[392]: 0033
ct[393]: 0099
ct[394]: 00bf
ct[395]: 008e
ct[396]: 00d0
ct[397]: 0092
ct[398]: 0073
ct[399]: 000c
ct[400]: 00bb
ct[401]: 001b
ct[402]: 002c
ct[403]: 00d5
ct[404]: 00ac
ct[405]: 004e
ct[406]: 009c
ct[407]: 0076
ct[408]: 0085
ct[409]: 0076
ct[410]: 0058
ct[411]: 0051
ct[412]: 00c0
ct[413]: 00e7
ct[414]: 0040
ct[415]: 0021
ct[416]: 001d
ct[417]: 003a
ct[418]: 00c6
ct[419]: 00b4
ct[420]: 0018
ct[421]: 00ff
ct[422]: 0007
ct[423]: 0022
ct[424]: 00db
ct[425]: 003b
ct[426]: 0058
ct[427]: 004c
ct[428]: 0066
ct[429]: 0027
ct[430]: 00b2
ct[431]: 0016
ct[432]: 00b7
ct[433]: 00b6
ct[434]: 003f
ct[435]: 00aa
ct[436]: 00a6
ct[437]: 00e9
ct[438]: 008d
ct[439]: 00dc
ct[440]: 00cb
ct[441]: 008e
ct[442]: 00b1
ct[443]: 00e0
ct[444]: 00d1
ct[445]: 005c
ct[446]: 0072
ct[447]: 00d7
ct[448]: 0045
ct[449]: 001d
ct[450]: 0068
ct[451]: 00fe
ct[452]: 00a7
ct[453]: 0000
ct[454]: 00f2
ct[455]: 00f2
ct[456]: 0006
ct[457]: 0098
ct[458]: 004d
ct[459]: 006c
ct[460]: 00b8
ct[461]: 0040
ct[462]: 00e4
ct[463]: 0064
ct[464]: 0058
ct[465]: 0040
ct[466]: 004a
ct[467]: 000a
ct[468]: 0009
ct[469]: 00b2
ct[470]: 0093
ct[471]: 0026
ct[472]: 00cd
ct[473]: 0022
ct[474]: 00e1
ct[475]: 0087
ct[476]: 003f
ct[477]: 00a4
ct[478]: 005b
ct[479]: 00f4
ct[480]: 00b4
ct[481]: 00c6
ct[482]: 00c3
ct[483]: 0039
ct[484]: 00ff
ct[485]: 00a8
ct[486]: 0052
ct[487]: 0065
ct[488]: 0010
ct[489]: 00af
ct[490]: 0064
ct[491]: 0005
ct[492]: 001b
ct[493]: 00fc
ct[494]: 00a9
ct[495]: 00ce
ct[496]: 00d2
ct[497]: 00fb
ct[498]: 0044
ct[499]: 0060
ct[500]: 004e
ct[501]: 00b7
ct[502]: 00dc
ct[503]: 00ae
ct[504]: 00ae
ct[505]: 0071
ct[506]: 00c0
ct[507]: 0043
ct[508]: 00cb
ct[509]: 006d
ct[510]: 006d
ct[511]: 005a
ct[512]: 00b7
ct[513]: 00fc
ct[514]: 0031
ct[515]: 00bd
ct[516]: 00fe
ct[517]: 005e
ct[518]: 0052
ct[519]: 0033
ct[520]: 00ec
ct[521]: 00ae
ct[522]: 00f8
ct[523]: 00c2
ct[524]: 00c4
ct[525]: 009c
ct[526]: 0095
ct[527]: 0078
ct[528]: 00d3
ct[529]: 0035
ct[530]: 00bd
ct[531]: 00a2
ct[532]: 0068
ct[533]: 00d2
ct[534]: 009f
ct[535]: 00f3
ct[536]: 005a
ct[537]: 005d
ct[538]: 0029
ct[539]: 0083
ct[540]: 00c0
ct[541]: 007d
ct[542]: 00b7
ct[543]: 0072
ct[544]: 0041
ct[545]: 000e
ct[546]: 0001
ct[547]: 009a
ct[548]: 0011
ct[549]: 00ec
ct[550]: 004f
ct[551]: 00e2
ct[552]: 005a
ct[553]: 00df
ct[554]: 0030
ct[555]: 003a
ct[556]: 00be
ct[557]: 00a9
ct[558]: 003f
ct[559]: 00a2
ct[560]: 0024
ct[561]: 003a
ct[562]: 0081
ct[563]: 00ee
ct[564]: 0001
ct[565]: 00fa
ct[566]: 0001
ct[567]: 00c2
ct[568]: 006d
ct[569]: 00b8
ct[570]: 00ed
ct[571]: 007d
ct[572]: 00cc
ct[573]: 00fc
ct[574]: 0072
ct[575]: 0020
ct[576]: 0010
ct[577]: 00d7
ct[578]: 00fe
ct[579]: 001b
ct[580]: 009f
ct[581]: 00d4
ct[582]: 00e4
ct[583]: 00af
ct[584]: 00c8
ct[585]: 00cd
ct[586]: 0083
ct[587]: 0024
ct[588]: 009a
ct[589]: 0018
ct[590]: 00c1
ct[591]: 0003
ct[592]: 006b
ct[593]: 00a2
ct[594]: 00fc
ct[595]: 007c
ct[596]: 00ee
ct[597]: 002d
ct[598]: 003d
ct[599]: 0030
ct[600]: 0070
ct[601]: 00cc
ct[602]: 0032
ct[603]: 00a4
ct[604]: 00b8
ct[605]: 000e
ct[606]: 0085
ct[607]: 003a
ct[608]: 000c
ct[609]: 0076
ct[610]: 005e
ct[611]: 0055
ct[612]: 002d
ct[613]: 0026
ct[614]: 009a
ct[615]: 0092
ct[616]: 0095
ct[617]: 002b
ct[618]: 003f
ct[619]: 0047
ct[620]: 00cd
ct[621]: 00f5
ct[622]: 0050
ct[623]: 00aa
ct[624]: 009e
ct[625]: 0088
ct[626]: 00b5
ct[627]: 0003
ct[628]: 00d4
ct[629]: 00aa
ct[630]: 00b1
ct[631]: 00a0
ct[632]: 003b
ct[633]: 005b
ct[634]: 003f
ct[635]: 0093
ct[636]: 0042
ct[637]: 0003
ct[638]: 0093
ct[639]: 00e3
ct[640]: 005d
ct[641]: 004e
ct[642]: 0058
ct[643]: 005c
ct[644]: 0027
ct[645]: 007d
ct[646]: 0023
ct[647]: 0077
ct[648]: 00ac
ct[649]: 0075
ct[650]: 00b7
ct[651]: 0094
ct[652]: 00a7
ct[653]: 007d
ct[654]: 00a7
ct[655]: 0052
ct[656]: 008f
ct[657]: 0094
ct[658]: 002d
ct[659]: 0056
ct[660]: 0086
ct[661]: 000c
ct[662]: 0006
ct[663]: 008a
ct[664]: 000d
ct[665]: 0021
ct[666]: 0071
ct[667]: 00f4
ct[668]: 007a
ct[669]: 004a
ct[670]: 00c6
ct[671]: 00b4
ct[672]: 002c
ct[673]: 0088
ct[674]: 00e5
ct[675]: 0078
ct[676]: 00bf
ct[677]: 002c
ct[678]: 00f9
ct[679]: 0026
ct[680]: 00a9
ct[681]: 0010
ct[682]: 003d
ct[683]: 000e
ct[684]: 0000
ct[685]: 001a
ct[686]: 0007
ct[687]: 00d4
ct[688]: 007d
ct[689]: 0058
ct[690]: 0018
ct[691]: 00b2
ct[692]: 0017
ct[693]: 00ba
ct[694]: 00d3
ct[695]: 00db
ct[696]: 005f
ct[697]: 0006
ct[698]: 006a
ct[699]: 008d
ct[700]: 0049
ct[701]: 00b5
ct[702]: 00df
ct[703]: 009b
ct[704]: 005a
ct[705]: 0004
ct[706]: 0002
ct[707]: 0075
ct[708]: 0000
ct[709]: 0051
ct[710]: 00da
ct[711]: 0017
ct[712]: 002f
ct[713]: 003b
ct[714]: 0085
ct[715]: 00f6
ct[716]: 0075
ct[717]: 0063
ct[718]: 0074
ct[719]: 0037
ct[720]: 0060
ct[721]: 0027
ct[722]: 006d
ct[723]: 005c
ct[724]: 0023
ct[725]: 00c9
ct[726]: 001d
ct[727]: 0033
ct[728]: 0036
ct[729]: 0039
ct[730]: 0039
ct[731]: 00f6
ct[732]: 0066
ct[733]: 0012
ct[734]: 00f1
ct[735]: 0047
ct[736]: 00e6
ct[737]: 00e1
ct[738]: 0016
ct[739]: 0075
ct[740]: 008c
ct[741]: 00ad
ct[742]: 00ed
ct[743]: 00bb
ct[744]: 0081
ct[745]: 002e
ct[746]: 00b9
ct[747]: 000b
ct[748]: 00bf
ct[749]: 0098
ct[750]: 0045
ct[751]: 0069
ct[752]: 0030
ct[753]: 002e
ct[754]: 0098
ct[755]: 000d
ct[756]: 0080
ct[757]: 00e1
ct[758]: 00eb
ct[759]: 00f8
ct[760]: 00c7
ct[761]: 00e7
ct[762]: 0038
ct[763]: 001d
ct[764]: 0096
ct[765]: 00cd
ct[766]: 0075
ct[767]: 0075
ct[768]: 00ed
ct[769]: 00ff
ct[770]: 00c0
ct[771]: 00a1
ct[772]: 005e
ct[773]: 007f
ct[774]: 0098
ct[775]: 0034
ct[776]: 00ee
ct[777]: 00ef
ct[778]: 00f9
ct[779]: 00e7
ct[780]: 0003
ct[781]: 00f0
ct[782]: 001b
ct[783]: 0065
ct[784]: 00c4
ct[785]: 0075
ct[786]: 002d
ct[787]: 0034
ct[788]: 00a6
ct[789]: 005e
ct[790]: 0067
ct[791]: 0031
ct[792]: 0064
ct[793]: 00b6
ct[794]: 00b4
ct[795]: 00cb
ct[796]: 004a
ct[797]: 0057
ct[798]: 0088
ct[799]: 00e7
ct[800]: 00cc
ct[801]: 00c1
ct[802]: 000d
ct[803]: 0030
ct[804]: 00b6
ct[805]: 00cd
ct[806]: 0042
ct[807]: 00fc
ct[808]: 00b9
ct[809]: 0008
ct[810]: 0011
ct[811]: 00a8
ct[812]: 0043
ct[813]: 00ea
ct[814]: 00e9
ct[815]: 00d6
ct[816]: 0098
ct[817]: 0078
ct[818]: 001c
ct[819]: 00b5
ct[820]: 00e8
ct[821]: 00b4
ct[822]: 007c
ct[823]: 006a
ct[824]: 005e
ct[825]: 005a
ct[826]: 00dc
ct[827]: 00bf
ct[828]: 00f5
ct[829]: 0080
ct[830]: 00d5
ct[831]: 009d
ct[832]: 0062
ct[833]: 0080
ct[834]: 0076
ct[835]: 00c5
ct[836]: 00b8
ct[837]: 0023
ct[838]: 00ab
ct[839]: 00dd
ct[840]: 0070
ct[841]: 0012
ct[842]: 0099
ct[843]: 00e3
ct[844]: 00ef
ct[845]: 004f
ct[846]: 003b
ct[847]: 00fb
ct[848]: 0097
ct[849]: 00a7
ct[850]: 004f
ct[851]: 009d
ct[852]: 00b7
ct[853]: 0084
ct[854]: 00fa
ct[855]: 0006
ct[856]: 00fe
ct[857]: 0074
ct[858]: 000e
ct[859]: 0048
ct[860]: 00b5
ct[861]: 00aa
ct[862]: 00c5
ct[863]: 0052
ct[864]: 0012
ct[865]: 00d2
ct[866]: 00ae
ct[867]: 00f1
ct[868]: 00a9
ct[869]: 00b2
ct[870]: 007d
ct[871]: 007f
ct[872]: 0066
ct[873]: 00e0
ct[874]: 00e6
ct[875]: 002a
ct[876]: 00a0
ct[877]: 0091
ct[878]: 0037
ct[879]: 00fe
ct[880]: 0066
ct[881]: 00e1
ct[882]: 0025
ct[883]: 00f5
ct[884]: 00b4
ct[885]: 00fb
ct[886]: 00be
ct[887]: 0065
ct[888]: 0032
ct[889]: 001b
ct[890]: 003a
ct[891]: 000b
ct[892]: 005a
ct[893]: 00ae
ct[894]: 009c
ct[895]: 0038
ct[896]: 00fc
ct[897]: 00a7
ct[898]: 00b8
ct[899]: 00ae
ct[900]: 005d
ct[901]: 00dc
ct[902]: 00f5
ct[903]: 00e4
ct[904]: 0091
ct[905]: 0031
ct[906]: 006c
ct[907]: 00cc
ct[908]: 0030
ct[909]: 008a
ct[910]: 008d
ct[911]: 0033
ct[912]: 0010
ct[913]: 0057
ct[914]: 007d
ct[915]: 0098
ct[916]: 00fc
ct[917]: 0048
ct[918]: 00bc
ct[919]: 00d8
ct[920]: 0069
ct[921]: 0030
ct[922]: 00b7
ct[923]: 00da
ct[924]: 0017
ct[925]: 009b
ct[926]: 0064
ct[927]: 00d5
ct[928]: 00df
ct[929]: 0020
ct[930]: 007a
ct[931]: 00df
ct[932]: 0036
ct[933]: 001b
ct[934]: 00db
ct[935]: 006a
ct[936]: 0052
ct[937]: 0096
ct[938]: 00e9
ct[939]: 000e
ct[940]: 00cf
ct[941]: 003f
ct[942]: 003d
ct[943]: 0072
ct[944]: 00e1
ct[945]: 0030
ct[946]: 0080
ct[947]: 00f9
ct[948]: 00bd
ct[949]: 0092
ct[950]: 0098
ct[951]: 00e7
ct[952]: 00bd
ct[953]: 00b3
ct[954]: 00be
ct[955]: 00ed
ct[956]: 0085
ct[957]: 00f1
ct[958]: 0003
ct[959]: 003b
ct[960]: 005b
ct[961]: 00d5
ct[962]: 0040
ct[963]: 0014
ct[964]: 00e6
ct[965]: 007d
ct[966]: 00a3
ct[967]: 00a5
ct[968]: 0066
ct[969]: 002b
ct[970]: 0096
ct[971]: 00c3
ct[972]: 000e
ct[973]: 0073
ct[974]: 00e6
ct[975]: 0017
ct[976]: 0068
ct[977]: 0035
ct[978]: 0063
ct[979]: 00bf
ct[980]: 00b4
ct[981]: 0044
ct[982]: 00aa
ct[983]: 003d
ct[984]: 0028
ct[985]: 008e
ct[986]: 0077
ct[987]: 0063
ct[988]: 001d
ct[989]: 00c1
ct[990]: 00e1
ct[991]: 0046
ct[992]: 007b
ct[993]: 009b
ct[994]: 0074
ct[995]: 00ba
ct[996]: 00ff
ct[997]: 0015
ct[998]: 008a
ct[999]: 0067
ct[1000]: 0075
ct[1001]: 00b2
ct[1002]: 004f
ct[1003]: 0081
ct[1004]: 009c
ct[1005]: 000c
ct[1006]: 0041
ct[1007]: 0088
ct[1008]: 00fd
ct[1009]: 00a8
ct[1010]: 0072
ct[1011]: 0006
ct[1012]: 0045
ct[1013]: 0070
ct[1014]: 0046
ct[1015]: 0026
ct[1016]: 0049
ct[1017]: 00ec
ct[1018]: 0052
ct[1019]: 00f7
ct[1020]: 0072
ct[1021]: 00a6
ct[1022]: 00db
ct[1023]: 008c
ct[1024]: 00b7
ct[1025]: 00d6
ct[1026]: 0037
ct[1027]: 00df
ct[1028]: 00ef
ct[1029]: 00b3
ct[1030]: 002c
ct[1031]: 0069
ct[1032]: 00d4
ct[1033]: 00a6
ct[1034]: 002d
ct[1035]: 00e8
ct[1036]: 008d
ct[1037]: 0034
ct[1038]: 00a2
ct[1039]: 0064
ct[1040]: 0067
ct[1041]: 0054
ct[1042]: 0033
ct[1043]: 00e8
ct[1044]: 009b
ct[1045]: 0064
ct[1046]: 00ab
ct[1047]: 0005
ct[1048]: 0059
ct[1049]: 00ce
ct[1050]: 008d
ct[1051]: 00f3
ct[1052]: 0046
ct[1053]: 0072
ct[1054]: 0053
ct[1055]: 0049
ct[1056]: 0062
ct[1057]: 0075
ct[1058]: 00f0
ct[1059]: 0089
ct[1060]: 0037
ct[1061]: 005d
ct[1062]: 00af
ct[1063]: 00e3
ct[1064]: 008d
ct[1065]: 0054
ct[1066]: 0080
ct[1067]: 0033
ct[1068]: 0000
ct[1069]: 00c3
ct[1070]: 00ca
ct[1071]: 00ec
ct[1072]: 004a
ct[1073]: 00d5
ct[1074]: 00da
ct[1075]: 00d1
ct[1076]: 00d7
ct[1077]: 00e8
ct[1078]: 00cd
ct[1079]: 001e
ct[1080]: 00e7
ct[1081]: 0099
ct[1082]: 00ee
ct[1083]: 007f
ct[1084]: 00aa
ct[1085]: 00ee
ct[1086]: 0076
ct[1087]: 00f3
ss[0]: 0094
ss[1]: 00dd
ss[2]: 0034
ss[3]: 0012
ss[4]: 0039
ss[5]: 00cf
ss[6]: 00a8
ss[7]: 001f
ss[8]: 003e
ss[9]: 0030
ss[10]: 0023
ss[11]: 00ff
ss[12]: 0077
ss[13]: 0017
ss[14]: 0004
ss[15]: 005a
ss[16]: 0098
ss[17]: 0019
ss[18]: 00bf
ss[19]: 0096
ss[20]: 0016
ss[21]: 004e
ss[22]: 005a
ss[23]: 00e2
ss[24]: 00da
ss[25]: 00c8
ss[26]: 000c
ss[27]: 0066
ss[28]: 00c2
ss[29]: 0072
ss[30]: 00a2
ss[31]: 0033
ss1[0]: 0094
ss1[1]: 00dd
ss1[2]: 0034
ss1[3]: 0012
ss1[4]: 0039
ss1[5]: 00cf
ss1[6]: 00a8
ss1[7]: 001f
ss1[8]: 003e
ss1[9]: 0030
ss1[10]: 0023
ss1[11]: 00ff
ss1[12]: 0077
ss1[13]: 0017
ss1[14]: 0004
ss1[15]: 005a
ss1[16]: 0098
ss1[17]: 0019
ss1[18]: 00bf
ss1[19]: 0096
ss1[20]: 0016
ss1[21]: 004e
ss1[22]: 005a
ss1[23]: 00e2
ss1[24]: 00da
ss1[25]: 00c8
ss1[26]: 000c
ss1[27]: 0066
ss1[28]: 00c2
ss1[29]: 0072
ss1[30]: 00a2
ss1[31]: 0033
